log_id,timestamp,junction_id,neighbor_junction_id,message_type,priority_class,day_type,is_festival,is_rain,is_accident,proposed_green_time_sec,counter_offer_time_sec,final_agreed_time_sec,negotiation_rounds,response_latency_ms,congestion_index,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
LOG1006462,2026-03-13 17:30:55.000000,J012,J027,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,86.5,54.4,65.3,3,305,0.492,22.3,29.6,87.9,0.046,0.107,0.922,Bus priority granted - green extension issued to reduce transit delay
LOG1006463,2025-06-07 09:50:45.000000,J040,J034,COUNTER,Normal,Weekend,False,False,False,56.6,34.1,41.2,2,248,0.561,21.7,36.9,142.2,0.083,0.193,0.948,Moderate traffic flow - standard adaptive signal timing in effect
LOG1006464,2026-01-09 21:28:41.000000,J021,J015,COUNTER,Bus,Weekday,False,False,False,47.9,35.6,39.7,2,296,0.197,34.9,14.2,61.6,0.051,0.118,0.95,Bus priority granted - green extension issued to reduce transit delay
LOG1006465,2025-02-01 08:47:02.000000,J007,J018,DENY_THEN_COUNTER,Normal,Weekend,False,True,False,76.6,47.5,55.4,4,425,0.657,18.9,45.3,176.3,0.1,0.231,0.868,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1006466,2026-05-25 10:35:19.000000,J019,J029,COUNTER,Normal,Weekday,False,False,False,52.5,41.8,46.8,2,294,0.411,30.1,27.8,66.5,0.053,0.123,0.958,Moderate traffic flow - standard adaptive signal timing in effect
LOG1006467,2025-12-16 10:32:56.000000,J007,J035,GRANT,Bus,Weekday,False,False,False,72.1,72.1,72.7,1,244,0.316,40.4,21.2,77.1,0.072,0.165,0.952,Bus priority granted - green extension issued to reduce transit delay
LOG1006468,2025-10-23 10:00:06.000000,J017,J022,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,62.4,45.0,49.9,4,400,0.717,16.8,49.9,147.5,0.067,0.154,0.938,Moderate traffic flow - standard adaptive signal timing in effect
LOG1006469,2026-04-19 08:17:45.000000,J034,J022,DENY_THEN_COUNTER,Normal,Weekend,False,False,False,68.2,43.0,47.6,3,391,0.592,25.6,35.9,91.2,0.071,0.165,0.958,Moderate traffic flow - standard adaptive signal timing in effect
LOG1006470,2025-01-25 10:12:35.000000,J029,J006,GRANT,Normal,Weekend,False,False,False,56.1,56.1,54.1,1,212,0.504,25.7,24.5,89.9,0.044,0.101,0.96,Moderate traffic flow - standard adaptive signal timing in effect
LOG1006471,2025-03-13 13:19:57.000000,J012,J022,GRANT,Normal,Weekday,False,False,False,23.5,23.5,22.2,1,206,0.11,32.2,3.6,57.2,0.05,0.116,0.959,Normal free-flow traffic - standard signal timing maintained
LOG1006472,2026-04-30 15:03:14.000000,J005,J022,GRANT,Normal,Weekday,False,False,False,37.7,37.7,35.9,1,219,0.227,29.8,11.6,53.6,0.047,0.109,0.987,Normal free-flow traffic - standard signal timing maintained
LOG1006473,2025-07-27 19:13:39.000000,J027,J002,COUNTER,Bus,Weekend,False,True,False,99.4,64.2,72.0,2,275,0.59,17.0,45.4,165.8,0.102,0.235,0.918,Bus priority granted - green extension issued to reduce transit delay
LOG1006474,2026-02-18 09:44:09.000000,J010,J016,COUNTER,Normal,Weekday,False,False,False,74.9,52.1,58.8,2,380,0.739,14.8,47.4,126.4,0.06,0.14,0.948,Moderate traffic flow - standard adaptive signal timing in effect
LOG1006475,2025-11-16 22:49:22.000000,J001,J006,COUNTER,Normal,Weekend,False,False,False,20.2,15.8,15.8,2,345,0.17,28.4,7.3,56.2,0.026,0.06,0.929,Normal free-flow traffic - standard signal timing maintained
LOG1006476,2025-09-11 12:42:47.000000,J034,J036,COUNTER,Normal,Weekday,False,False,False,25.0,18.9,20.5,2,361,0.18,33.9,12.4,87.3,0.065,0.151,0.966,Normal free-flow traffic - standard signal timing maintained
LOG1006477,2025-10-15 08:22:19.000000,J029,J010,DENY_THEN_COUNTER,Bus,Weekday,False,True,False,102.0,62.0,70.1,4,451,0.622,21.0,45.2,95.6,0.078,0.181,0.887,Bus priority granted - green extension issued to reduce transit delay
LOG1006478,2025-11-22 18:55:05.000000,J036,J029,COUNTER,Bus,Weekend,False,False,False,74.6,54.0,62.9,2,252,0.425,27.5,27.4,103.3,0.075,0.172,0.942,Bus priority granted - green extension issued to reduce transit delay
LOG1006479,2025-05-18 11:42:13.000000,J042,J012,GRANT,Normal,Weekend,False,True,False,50.9,50.9,50.0,1,213,0.473,21.4,31.4,128.7,0.064,0.148,0.945,Light rain detected - minor speed reduction advised
LOG1006480,2025-09-18 16:40:20.000000,J012,J014,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,74.4,46.1,51.9,4,474,0.76,19.0,43.5,184.3,0.117,0.271,0.896,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1006481,2026-01-08 18:39:02.000000,J031,J023,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,89.1,80.2,81.4,3,361,0.867,11.5,52.7,198.1,0.094,0.218,0.892,Heavy congestion detected - signal timing extended and reroute suggested
LOG1006482,2025-03-09 09:52:06.000000,J004,J012,COUNTER,Normal,Weekend,False,True,False,65.5,44.8,54.4,2,362,0.626,21.3,42.5,126.2,0.097,0.224,0.914,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1006483,2025-12-18 15:43:05.000000,J028,J009,COUNTER,Normal,Weekday,False,False,False,40.9,22.7,29.3,2,316,0.31,29.5,15.7,107.6,0.088,0.202,0.933,Moderate traffic flow - standard adaptive signal timing in effect
LOG1006484,2025-05-08 12:49:37.000000,J010,J031,GRANT,Bus,Weekday,False,False,False,29.3,29.3,28.5,1,221,0.066,32.9,3.2,58.3,0.037,0.084,0.99,Bus priority granted - green extension issued to reduce transit delay
LOG1006485,2026-01-03 16:39:45.000000,J020,J028,GRANT,Bus,Weekend,False,False,False,60.4,60.4,61.9,1,314,0.201,33.0,9.6,40.9,0.043,0.098,0.976,Bus priority granted - green extension issued to reduce transit delay
LOG1006486,2026-01-05 14:20:03.000000,J026,J010,GRANT,Normal,Weekday,False,False,False,30.9,30.9,30.3,1,250,0.198,31.8,8.7,88.3,0.053,0.123,0.974,Normal free-flow traffic - standard signal timing maintained
LOG1006487,2025-02-22 18:52:43.000000,J006,J036,DENY_THEN_COUNTER,Normal,Weekend,False,False,False,63.2,44.9,50.0,3,353,0.6,23.5,42.8,159.5,0.122,0.282,0.922,Moderate traffic flow - standard adaptive signal timing in effect
LOG1006488,2025-06-21 19:47:07.000000,J038,J021,GRANT,Ambulance,Weekend,False,True,False,105.2,105.2,105.2,1,249,0.128,33.8,8.4,65.5,0.068,0.156,0.914,Ambulance priority active - all conflicting signals preempted for corridor clearance
LOG1006489,2025-09-26 09:13:24.000000,J020,J035,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,90.0,70.1,67.4,3,356,0.893,10.9,58.9,211.3,0.086,0.198,0.892,Heavy congestion detected - signal timing extended and reroute suggested
LOG1006490,2025-02-01 05:14:51.000000,J038,J032,COUNTER,Bus,Weekend,False,False,False,29.8,23.1,25.7,2,291,0.054,37.1,2.4,25.4,0.031,0.071,0.944,Bus priority granted - green extension issued to reduce transit delay
LOG1006491,2025-06-04 19:00:37.000000,J017,J029,COUNTER,Bus,Weekday,False,True,False,98.7,56.2,72.2,2,259,0.619,17.2,40.1,175.9,0.094,0.218,0.91,Bus priority granted - green extension issued to reduce transit delay
LOG1006492,2025-01-30 10:20:28.000000,J001,J003,COUNTER,Normal,Weekday,False,False,False,59.6,37.4,42.2,2,331,0.54,26.9,41.0,112.0,0.092,0.213,0.97,Moderate traffic flow - standard adaptive signal timing in effect
LOG1006493,2026-02-01 14:24:02.000000,J037,J001,GRANT,Bus,Weekend,False,False,False,39.5,39.5,36.6,1,278,0.05,23.7,2.0,87.4,0.063,0.145,0.963,Bus priority granted - green extension issued to reduce transit delay
LOG1006494,2026-04-09 06:11:26.000000,J020,J018,GRANT,Normal,Weekday,False,False,False,34.8,34.8,36.2,1,243,0.221,40.9,16.0,72.3,0.078,0.179,0.966,Normal free-flow traffic - standard signal timing maintained
LOG1006495,2025-08-04 11:56:18.000000,J039,J010,COUNTER,Normal,Weekday,False,False,False,34.1,24.5,24.6,2,281,0.28,34.8,15.2,66.8,0.043,0.099,0.939,Moderate traffic flow - standard adaptive signal timing in effect
LOG1006496,2025-08-31 12:31:33.000000,J004,J026,COUNTER,Normal,Weekend,False,True,False,42.5,23.9,30.7,2,306,0.357,31.4,24.6,99.6,0.07,0.161,0.891,Light rain detected - minor speed reduction advised
LOG1006497,2026-02-24 06:08:12.000000,J042,J031,COUNTER,Normal,Weekday,False,False,False,17.0,14.2,16.7,2,315,0.101,38.6,3.3,55.1,0.045,0.105,0.962,Normal free-flow traffic - standard signal timing maintained
LOG1006498,2025-06-14 23:00:38.000000,J028,J026,COUNTER,Bus,Weekend,False,True,False,62.7,48.0,52.9,2,331,0.26,25.4,13.3,67.9,0.035,0.08,0.92,Bus priority granted - green extension issued to reduce transit delay
LOG1006499,2025-03-05 09:07:02.000000,J002,J035,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,90.0,55.6,62.9,4,421,0.902,11.8,60.7,291.9,0.123,0.285,0.894,Heavy congestion detected - signal timing extended and reroute suggested
LOG1006500,2025-05-18 17:16:05.000000,J016,J002,GRANT,Bus,Weekend,False,False,False,62.0,62.0,60.6,1,289,0.331,23.8,21.7,113.0,0.066,0.152,0.962,Bus priority granted - green extension issued to reduce transit delay
LOG1006501,2026-06-29 18:43:17.000000,J033,J004,COUNTER,Normal,Weekday,False,True,False,90.0,66.9,77.4,2,346,0.874,11.3,62.9,262.7,0.122,0.282,0.86,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1006502,2025-07-20 21:56:08.000000,J017,J030,GRANT,Bus,Weekend,False,False,False,33.9,33.9,33.8,1,228,0.035,33.1,2.7,55.0,0.064,0.149,0.954,Bus priority granted - green extension issued to reduce transit delay
LOG1006503,2025-07-03 13:10:16.000000,J042,J027,COUNTER,Normal,Weekday,False,True,False,46.8,26.8,30.3,2,268,0.443,29.1,21.6,64.3,0.053,0.122,0.89,Light rain detected - minor speed reduction advised
LOG1006504,2025-05-19 07:24:45.000000,J004,J034,COUNTER,Normal,Weekday,False,False,False,50.4,29.0,35.3,2,299,0.41,23.0,22.2,83.0,0.036,0.084,0.964,Moderate traffic flow - standard adaptive signal timing in effect
LOG1006505,2025-12-12 19:06:47.000000,J040,J013,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,98.0,61.3,72.4,4,388,0.597,15.1,41.1,172.0,0.107,0.247,0.926,Bus priority granted - green extension issued to reduce transit delay
LOG1006506,2025-08-21 21:01:28.000000,J017,J031,GRANT,Normal,Weekday,False,False,False,37.9,37.9,37.4,1,258,0.317,32.6,22.1,99.0,0.069,0.159,0.97,Moderate traffic flow - standard adaptive signal timing in effect
LOG1006507,2025-08-30 20:57:01.000000,J033,J035,GRANT,Normal,Weekend,False,False,False,39.2,39.2,39.8,1,175,0.318,28.7,21.5,64.1,0.049,0.112,0.978,Moderate traffic flow - standard adaptive signal timing in effect
LOG1006508,2025-07-11 09:33:30.000000,J021,J002,DENY_THEN_COUNTER,Bus,Weekday,False,True,False,102.0,88.6,87.9,4,330,0.598,21.5,43.8,96.5,0.061,0.14,0.865,Bus priority granted - green extension issued to reduce transit delay
LOG1006509,2025-09-25 17:22:48.000000,J025,J032,COUNTER,Normal,Weekday,False,False,False,80.2,46.2,57.5,2,311,0.756,18.0,55.9,174.8,0.103,0.239,0.98,Heavy congestion detected - signal timing extended and reroute suggested
LOG1006510,2025-11-02 14:50:56.000000,J020,J018,COUNTER,Normal,Weekend,True,False,False,51.1,44.6,45.9,2,375,0.359,24.2,18.1,97.5,0.057,0.132,0.922,Moderate traffic flow - standard adaptive signal timing in effect
LOG1006511,2025-12-11 22:13:06.000000,J032,J022,COUNTER,Normal,Weekday,False,False,False,26.1,18.0,19.7,2,261,0.192,30.3,11.6,78.7,0.06,0.139,0.942,Normal free-flow traffic - standard signal timing maintained
LOG1006512,2025-04-08 08:31:23.000000,J027,J012,COUNTER,Bus,Weekday,False,False,False,98.2,72.6,83.0,2,328,0.567,23.2,42.4,103.5,0.077,0.178,0.939,Bus priority granted - green extension issued to reduce transit delay
LOG1006513,2026-03-15 08:27:08.000000,J039,J010,COUNTER,Normal,Weekend,False,False,False,61.6,42.8,45.7,2,307,0.582,19.6,29.9,122.7,0.068,0.157,0.949,Moderate traffic flow - standard adaptive signal timing in effect
LOG1006514,2026-04-12 09:49:48.000000,J015,J011,COUNTER,Bus,Weekend,False,False,False,73.7,41.5,52.0,2,244,0.386,26.0,30.4,114.2,0.083,0.191,0.957,Bus priority granted - green extension issued to reduce transit delay
LOG1006515,2025-09-28 17:19:51.000000,J042,J035,COUNTER,Normal,Weekend,False,True,False,74.8,42.5,55.3,2,325,0.764,16.9,56.8,124.8,0.055,0.126,0.89,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1006516,2026-02-17 07:48:53.000000,J010,J009,COUNTER,Normal,Weekday,False,True,False,71.4,55.4,59.2,2,382,0.635,21.8,38.0,110.9,0.09,0.207,0.879,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1006517,2025-06-06 18:51:23.000000,J036,J009,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,89.1,59.1,69.2,4,453,0.856,12.4,59.3,239.2,0.128,0.296,0.912,Heavy congestion detected - signal timing extended and reroute suggested
LOG1006518,2025-12-05 16:45:20.000000,J025,J021,COUNTER,Normal,Weekday,False,False,False,59.2,44.8,48.7,2,224,0.549,19.5,25.4,114.1,0.066,0.154,0.944,Moderate traffic flow - standard adaptive signal timing in effect
LOG1006519,2025-08-25 22:54:11.000000,J020,J021,GRANT,Normal,Weekday,False,False,False,18.1,18.1,16.6,1,284,0.073,37.5,6.6,44.2,0.025,0.059,0.932,Normal free-flow traffic - standard signal timing maintained
LOG1006520,2025-01-11 10:41:35.000000,J010,J004,COUNTER,Bus,Weekend,False,False,False,48.2,40.0,41.4,2,247,0.197,32.9,10.2,30.3,0.019,0.044,0.938,Bus priority granted - green extension issued to reduce transit delay
LOG1006521,2025-08-13 11:44:09.000000,J039,J030,COUNTER,Normal,Weekday,False,True,False,49.1,43.6,45.4,2,292,0.422,27.3,24.4,94.5,0.072,0.166,0.892,Light rain detected - minor speed reduction advised
LOG1006522,2026-01-18 19:26:59.000000,J025,J022,DENY_THEN_COUNTER,Bus,Weekend,False,False,False,70.7,59.6,60.8,4,446,0.372,23.8,20.4,50.0,0.014,0.033,0.929,Bus priority granted - green extension issued to reduce transit delay
LOG1006523,2026-05-06 18:14:14.000000,J002,J027,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,88.1,53.0,65.4,3,417,0.897,12.0,57.2,205.2,0.112,0.259,0.834,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1006524,2025-12-16 12:30:22.000000,J002,J013,GRANT,Normal,Weekday,False,False,False,23.7,23.7,27.2,1,297,0.133,31.7,13.5,56.3,0.054,0.124,0.976,Normal free-flow traffic - standard signal timing maintained
LOG1006525,2026-04-20 16:31:17.000000,J023,J033,COUNTER,Normal,Weekday,False,False,False,52.5,38.3,44.9,2,305,0.467,23.2,27.4,118.4,0.089,0.206,0.953,Moderate traffic flow - standard adaptive signal timing in effect
LOG1006526,2025-09-29 08:50:21.000000,J034,J035,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,98.7,54.9,63.6,4,379,0.615,22.4,39.0,134.1,0.086,0.199,0.94,Bus priority granted - green extension issued to reduce transit delay
LOG1006527,2026-03-21 11:31:12.000000,J018,J005,GRANT,Normal,Weekend,False,False,False,34.0,34.0,34.3,1,227,0.211,30.7,15.0,77.4,0.059,0.137,0.961,Normal free-flow traffic - standard signal timing maintained
LOG1006528,2025-06-11 09:18:07.000000,J006,J042,COUNTER,Normal,Weekday,False,True,False,88.6,53.3,64.8,2,310,0.898,11.8,56.1,230.9,0.111,0.256,0.875,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1006529,2025-07-08 10:35:41.000000,J006,J023,COUNTER,Bus,Weekday,False,False,False,67.2,53.5,61.6,2,253,0.336,33.1,19.7,56.3,0.051,0.119,0.963,Bus priority granted - green extension issued to reduce transit delay
LOG1006530,2026-06-27 20:49:05.000000,J012,J028,GRANT,Normal,Weekend,False,False,False,33.4,33.4,35.6,1,217,0.261,29.5,13.8,49.8,0.024,0.056,0.982,Moderate traffic flow - standard adaptive signal timing in effect
LOG1006531,2025-04-28 19:36:00.000000,J009,J004,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,84.1,56.0,60.1,4,409,0.802,15.5,57.8,185.2,0.098,0.225,0.946,Heavy congestion detected - signal timing extended and reroute suggested
LOG1006532,2026-05-30 08:54:41.000000,J032,J001,DENY_THEN_COUNTER,Normal,Weekend,False,True,False,82.1,47.2,56.1,4,387,0.71,15.4,50.2,183.4,0.076,0.177,0.861,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1006533,2025-11-28 18:15:40.000000,J005,J003,DENY_THEN_COUNTER,Normal,Weekday,False,False,True,88.7,67.2,67.3,4,380,0.894,13.0,63.3,204.9,0.082,0.189,0.756,Accident detected nearby - reroute and reduced speed advised
LOG1006534,2025-08-04 19:13:04.000000,J002,J021,COUNTER,Bus,Weekday,False,False,False,95.0,63.1,72.2,2,279,0.556,17.1,37.2,91.2,0.055,0.127,0.965,Bus priority granted - green extension issued to reduce transit delay
LOG1006535,2025-09-27 13:55:08.000000,J005,J010,COUNTER,Normal,Weekend,False,True,False,56.4,38.1,42.6,2,265,0.511,24.8,40.8,97.0,0.081,0.188,0.924,Light rain detected - minor speed reduction advised
LOG1006536,2026-06-03 23:51:57.000000,J006,J020,COUNTER,Normal,Weekday,False,False,False,21.3,12.6,14.7,2,326,0.126,36.9,10.4,39.3,0.021,0.049,0.961,Normal free-flow traffic - standard signal timing maintained
LOG1006537,2025-04-27 13:53:34.000000,J036,J040,GRANT,Normal,Weekend,False,False,False,19.1,19.1,16.4,1,289,0.089,35.9,6.6,41.6,0.025,0.058,0.97,Normal free-flow traffic - standard signal timing maintained
LOG1006538,2026-02-20 10:44:52.000000,J032,J024,COUNTER,Normal,Weekday,False,False,False,54.3,37.0,42.1,2,339,0.478,25.3,31.3,68.4,0.028,0.064,0.964,Moderate traffic flow - standard adaptive signal timing in effect
LOG1006539,2026-05-06 08:02:56.000000,J021,J004,COUNTER,Normal,Weekday,False,False,False,75.3,52.5,61.5,2,230,0.664,18.3,45.8,106.0,0.061,0.141,0.957,Moderate traffic flow - standard adaptive signal timing in effect
LOG1006540,2025-01-27 12:31:13.000000,J037,J019,COUNTER,Normal,Weekday,True,False,True,75.4,45.7,55.0,2,263,0.749,20.2,50.5,130.6,0.087,0.202,0.739,Accident detected nearby - reroute and reduced speed advised
LOG1006541,2025-04-16 13:42:15.000000,J013,J017,GRANT,Normal,Weekday,False,False,False,21.1,21.1,24.1,1,256,0.149,24.4,7.5,102.4,0.074,0.17,0.952,Normal free-flow traffic - standard signal timing maintained
LOG1006542,2025-02-18 13:38:06.000000,J041,J011,GRANT,Normal,Weekday,False,False,False,27.2,27.2,28.8,1,207,0.2,29.9,11.7,70.3,0.06,0.138,0.972,Normal free-flow traffic - standard signal timing maintained
LOG1006543,2025-01-29 18:43:07.000000,J010,J019,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,99.5,88.1,90.0,3,290,0.544,22.2,37.8,121.2,0.07,0.163,0.928,Bus priority granted - green extension issued to reduce transit delay
LOG1006544,2025-02-02 10:41:59.000000,J023,J024,COUNTER,Normal,Weekend,False,False,False,31.8,28.3,29.5,2,237,0.321,30.1,23.0,118.7,0.079,0.183,0.954,Moderate traffic flow - standard adaptive signal timing in effect
LOG1006545,2025-06-09 10:33:37.000000,J041,J013,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,73.7,62.4,64.2,3,328,0.745,20.1,52.5,122.4,0.067,0.154,0.874,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1006546,2025-12-20 13:09:29.000000,J035,J029,COUNTER,Normal,Weekend,False,False,False,26.1,15.1,19.8,2,375,0.125,38.9,4.1,59.2,0.049,0.112,0.951,Normal free-flow traffic - standard signal timing maintained
LOG1006547,2025-01-05 12:33:54.000000,J020,J016,GRANT,Normal,Weekend,False,False,False,23.2,23.2,24.8,1,174,0.107,29.8,6.9,62.8,0.043,0.099,0.973,Normal free-flow traffic - standard signal timing maintained
LOG1006548,2026-02-11 13:30:07.000000,J005,J021,GRANT,Normal,Weekday,False,False,False,25.8,25.8,25.9,1,247,0.11,33.5,14.5,54.5,0.049,0.113,0.958,Normal free-flow traffic - standard signal timing maintained
LOG1006549,2025-03-03 11:20:41.000000,J030,J021,COUNTER,Normal,Weekday,False,False,False,32.7,23.5,29.5,2,299,0.268,24.8,14.3,66.1,0.053,0.122,0.944,Moderate traffic flow - standard adaptive signal timing in effect
LOG1006550,2026-03-21 05:33:45.000000,J001,J007,COUNTER,Normal,Weekend,False,False,False,18.4,12.0,14.6,2,257,0.103,32.8,10.6,31.2,0.031,0.071,0.969,Normal free-flow traffic - standard signal timing maintained
LOG1006551,2025-09-29 12:22:22.000000,J026,J005,COUNTER,Normal,Weekday,False,False,False,28.3,18.8,23.6,2,268,0.167,27.3,9.9,34.9,0.01,0.023,0.948,Normal free-flow traffic - standard signal timing maintained
LOG1006552,2025-04-25 15:11:22.000000,J007,J008,GRANT,Normal,Weekday,False,False,False,35.4,35.4,34.9,1,264,0.254,32.6,12.8,55.2,0.04,0.093,0.961,Moderate traffic flow - standard adaptive signal timing in effect
LOG1006553,2025-03-30 08:24:01.000000,J032,J013,COUNTER,Normal,Weekend,True,False,False,83.0,51.9,61.8,2,273,0.837,14.9,55.9,203.1,0.123,0.285,0.89,Festival crowd surge detected - alternate route and extended cycle recommended
